,URN,Absence,YEAR,Postcode
52085,113854,5.1,2019,BH229EY
52086,113855,5.6,2019,BH204PF
52091,113863,5.8,2019,BH166JD
52092,136649,5.2,2019,BH231JF
52093,113875,5.8,2019,DT101DT
52095,138616,8.9,2019,DT35AN
52096,113882,5.8,2019,SP84QP
52097,141526,7.5,2019,BH214DT
52098,113884,7.0,2019,DT83EP
52099,113888,5.0,2019,DT117SQ
52100,140898,5.8,2019,SP78ER
52101,138471,5.5,2019,DT94EQ
52104,137163,5.2,2019,DT12ET
52105,113896,7.7,2019,DT49BJ
52109,113901,5.8,2019,DT73LX
52110,113902,6.8,2019,DT49SY
52111,136763,5.1,2019,BH234QD
52113,113960,7.9,2019,DT36AA
52146,139258,6.7,2019,BH154BQ
52147,139711,5.4,2019,BH178RE
52149,113893,6.5,2019,BH153HY
52150,136368,3.9,2019,BH177EP
52151,113907,5.5,2019,BH152BW
52152,136850,4.4,2019,BH179JU
52153,136574,6.1,2019,BH189BG
52155,136206,7.5,2019,BH124HS
52156,113954,13.7,2019,BH136AS
52186,138385,4.8,2019,BH119JW
52187,140007,4.3,2019,BH104HT
52188,140008,4.0,2019,BH104EX
52189,138171,9.2,2019,BH76NZ
52190,139037,6.9,2019,BH119JJ
52192,137452,4.1,2019,BH89PY
52193,138193,4.8,2019,BH76NY
52194,136996,5.3,2019,BH89UJ
52195,137349,5.0,2019,BH64AH
52196,136120,6.9,2019,BH89PW
52197,136125,7.3,2019,BH105HS
52198,113961,7.9,2019,BH91AJ
52199,137998,27.0,2019,BH76QP
52416,136745,6.1,2019,DH90TW
52417,137638,5.5,2019,DH86LZ
52418,142894,8.0,2019,DL56AP
52419,144496,4.5,2019,DL128HH
52420,144991,5.3,2019,DL23JU
52421,145564,6.0,2019,DL167LN
52422,114286,5.1,2019,SR70BH
52423,136971,5.3,2019,DH33QA
52424,114289,5.8,2019,DH76LU
52425,136683,4.5,2019,DH23AD
52426,114293,6.7,2019,DH98AY
52427,137903,6.2,2019,DL150QF
52428,114297,5.5,2019,DL133DJ
52429,145253,6.1,2019,DL178RW
52430,114301,7.1,2019,DL146LA
52431,138717,4.7,2019,DL54AX
52432,114305,7.2,2019,DL57LF
52433,136770,6.2,2019,DL147JZ
52434,114308,5.1,2019,DH12QP
52435,137696,5.6,2019,DH15BQ
52436,114311,6.3,2019,DH77NG
52437,114312,4.8,2019,DH14SU
52438,114313,6.5,2019,SR85RL
52440,114315,7.1,2019,TS285AX
52441,114317,4.3,2019,TS213DD
52442,138075,4.4,2019,SR83AY
52443,137702,5.0,2019,DL146JT
52444,143583,4.9,2019,DH14NG
52445,114327,4.8,2019,SR81DE
52446,138172,5.3,2019,DH70RD
52447,131905,11.6,2019,DL167QW
52448,114337,23.6,2019,DH61QD
52449,114340,11.9,2019,DH98PR
52452,138718,8.3,2019,SR83LP
52453,114347,20.7,2019,DL170HP
52454,114349,7.1,2019,DH15WB
52455,134662,8.3,2019,DL167DB
52486,143845,7.7,2019,DL39SH
52488,136525,6.0,2019,DL22JG
52489,138089,5.6,2019,DL12AN
52490,136838,4.3,2019,DL38AR
52491,137622,4.5,2019,DL38RW
52492,142174,5.5,2019,DL15PA
52493,135314,5.0,2019,DL11LL
52495,138093,7.6,2019,DL12AN
52645,131601,7.8,2019,BN108RB
52646,139796,4.5,2019,BN208AB
52647,139821,5.0,2019,TN342NT
52648,140679,7.2,2019,BN99JL
52649,141394,11.8,2019,BN90DF
52650,144505,5.8,2019,BN85RB
52652,114584,5.4,2019,TN330HT
52653,137982,6.5,2019,TN62AS
52654,138472,6.9,2019,BN271DT
52655,114587,5.1,2019,TN218RJ
52656,114588,5.0,2019,TN325EA
52657,138473,4.7,2019,BN254LX
52658,114590,5.4,2019,TN223DJ
52659,114591,5.8,2019,TN56AZ
52660,114592,6.1,2019,BN209QX
52661,114594,5.1,2019,BN84PU
52662,138895,7.0,2019,TN394BY
52663,114598,7.3,2019,BN72XN
52664,139996,6.1,2019,TN377PS
52665,138474,6.7,2019,BN212XR
52666,138475,4.1,2019,BN211UE
52667,131669,9.2,2019,BN238EJ
52668,114612,4.5,2019,TN401SE
52669,143035,6.1,2019,BN237BL
52670,136400,6.2,2019,TN388HH
52671,136401,7.3,2019,TN355DN
52672,136106,6.7,2019,BN229RQ
52674,114677,4.4,2019,BN252HU
52675,142163,21.4,2019,TN210BT
52680,141475,5.5,2019,TN388HH
52682,142744,7.1,2019,BN220BQ
52684,142151,19.1,2019,TN389JU
52685,142146,15.3,2019,BN254BA
52738,137063,7.6,2019,BN412WS
52739,139409,5.8,2019,BN412PG
52740,114579,5.2,2019,BN16NP
52741,114580,6.0,2019,BN16PZ
52742,114581,6.2,2019,BN27FR
52743,114606,5.3,2019,BN37BW
52744,114607,7.5,2019,BN37BN
52745,114608,5.9,2019,BN18PB
52746,114611,6.2,2019,BN36ND
52747,136164,9.2,2019,BN19PW
52748,114619,9.7,2019,BN20LS
52749,114678,44.7,2019,BN17LA
53016,116234,4.9,2019,GU124RZ
53166,138720,5.1,2019,GU344EQ
53167,116405,5.5,2019,SP103PB
53168,138287,4.4,2019,RG214AL
53169,138437,6.6,2019,PO130JN
53170,138585,5.4,2019,SO452PA
53171,138920,6.5,2019,SP102PS
53172,140182,5.8,2019,GU350ER
53173,144014,7.5,2019,PO123BU
53174,116407,4.0,2019,SO225AZ
53175,145125,7.2,2019,RG249UP
53176,136640,5.9,2019,SO515SY
53177,137535,6.0,2019,GU342BZ
53178,138038,6.4,2019,PO88RY
53179,116411,5.3,2019,SO532PL
53180,116412,4.4,2019,GU527RY
53181,116413,5.6,2019,SO314NE
53182,136654,5.0,2019,SO304EJ
53183,137125,6.7,2019,SO454ZF
53184,137129,5.0,2019,SO418FZ
53185,137128,4.7,2019,SO249BS
53186,116418,5.6,2019,PO169BD
53187,116419,6.0,2019,SO317DU
53188,137239,5.9,2019,SO518ZB
53189,116422,6.0,2019,RG265NL
53190,116423,6.0,2019,PO110NU
53191,116424,4.9,2019,SO322RB
53192,116426,6.4,2019,SO206HA
53193,116427,6.1,2019,RG226HA
53194,116428,5.5,2019,PO75UD
53195,138184,5.3,2019,SO507AN
53196,116430,6.6,2019,RG209HP
53197,116431,4.3,2019,SP103RH
53198,116432,6.4,2019,RG213NP
53199,116433,5.2,2019,GU466NW
53200,137229,5.3,2019,SO409FT
53201,116436,4.2,2019,GU515JA
53202,116437,6.3,2019,PO89PQ
53203,116438,5.6,2019,SO226JJ
53204,136715,4.4,2019,SO532DW
53205,116440,4.9,2019,RG215PB
53206,116441,4.8,2019,RG224HS
53207,116442,4.6,2019,GU466AG
53208,116445,5.2,2019,SO504FZ
53209,116446,5.2,2019,GU149RN
53210,116447,5.6,2019,GU149BY
53211,116448,4.9,2019,GU146BH
53212,116466,5.3,2019,PO156PH
53213,140069,4.9,2019,PO141JJ
53214,116468,4.8,2019,SO225PN
53215,116473,9.6,2019,PO94BU
53216,116475,6.2,2019,PO92RR
53217,138135,5.0,2019,RG291NA
53218,116478,3.7,2019,RG226SR
53228,136719,4.2,2019,SP61EZ
53229,136652,7.2,2019,BH256RS
53230,136657,4.6,2019,BH241SE
53231,116498,5.4,2019,PO142AT
53232,137315,5.9,2019,SO403ZW
53233,136643,4.9,2019,GU307NY
53234,137791,6.1,2019,PO122QP
53235,116502,4.8,2019,RG287JF
53236,137345,4.8,2019,PO77BW
53237,116504,5.8,2019,SO454RQ
53238,116506,7.0,2019,PO75DS
53239,137538,5.5,2019,PO168AH
53240,136903,4.4,2019,GU323LU
53241,116511,8.1,2019,SO237GA
53242,136156,7.4,2019,PO95JD
53244,133581,22.7,2019,PO94AQ
53245,141187,26.0,2019,RG225TH
53247,116603,11.3,2019,SO532DW
53254,116617,6.2,2019,PO142AE
53257,137605,6.2,2019,RG215SU
53261,116636,14.7,2019,GU344GL
53262,116637,6.9,2019,SO454RQ
53263,116639,10.8,2019,PO107NN
53264,116640,8.3,2019,GU148SN
53265,116641,7.2,2019,SP101HR
53267,140732,23.5,2019,SO317NL
53268,131068,9.5,2019,GU350HA
53317,139714,6.1,2019,PO15PF
53318,140605,7.5,2019,PO36RB
53319,141175,6.0,2019,PO40DL
53320,141875,7.5,2019,PO29RJ
53321,143430,4.9,2019,PO29DU
53322,144192,6.7,2019,PO61QY
53323,145372,9.9,2019,PO64QP
53324,116463,6.2,2019,PO20RH
53325,140697,6.8,2019,PO35XT
53327,116505,4.1,2019,PO11RX
53328,135965,9.1,2019,PO54HL
53330,143828,7.9,2019,PO62RY
53332,135308,38.2,2019,PO28RA
53389,146284,5.6,2019,SO198PH
53390,116450,6.4,2019,SO164GW
53391,116453,6.5,2019,SO169RJ
53392,116454,10.5,2019,SO199QP
53393,137037,4.8,2019,SO157QU
53394,116458,5.0,2019,SO181BU
53395,116465,9.4,2019,SO185FW
53396,116469,6.3,2019,SO163GJ
53397,116507,4.1,2019,SO163DQ
53398,138476,5.2,2019,SO152WZ
53399,135628,7.4,2019,SO168FA
53400,135629,6.2,2019,SO199NA
53402,144205,7.4,2019,SO167LT
53404,116624,22.6,2019,SO152FH
53632,137799,5.1,2019,LE128JU
53633,138821,6.2,2019,LE674UW
53634,137161,5.0,2019,LE167JG
53635,137317,15.2,2019,LE673TN
53637,141012,16.2,2019,LE174EW
53638,138327,6.8,2019,LE97PD
53640,141682,5.8,2019,LE101LE
53641,137367,5.5,2019,LE111NH
53642,137115,5.0,2019,LE174QH
53643,138108,4.4,2019,CV130JT
53644,137170,4.9,2019,LE169DR
53645,139442,4.9,2019,LE679TB
53646,141874,6.6,2019,LE114SQ
53647,138079,7.3,2019,LE48GQ
53648,143844,6.4,2019,LE33BD
53649,140103,4.8,2019,LE102QE
53651,140787,5.6,2019,LE44GH
53653,137828,5.5,2019,LE77EB
53655,138819,5.1,2019,NG130AX
53656,138155,5.2,2019,LE25TQ
53657,137120,5.0,2019,LE24FU
53658,137617,5.3,2019,LE131LH
53659,139624,4.8,2019,LE25TP
53660,137969,4.8,2019,LE99JL
53661,137983,8.2,2019,LE71LY
53663,138627,4.9,2019,LE60GE
53664,137968,6.1,2019,LE100EP
53665,138529,7.7,2019,LE85PR
53666,137540,5.6,2019,LE80LG
53667,120274,5.2,2019,LE129DB
53668,138527,5.5,2019,LE96PT
53669,137401,4.5,2019,LE112ST
53670,138150,5.8,2019,LE174EW
53671,137640,4.9,2019,LE128DY
53672,138521,5.9,2019,LE194AQ
53673,138833,6.5,2019,LE651DT
53674,138298,5.5,2019,LE114SQ
53675,138290,4.3,2019,CV136HT
53676,138628,6.2,2019,LE130BN
53677,137931,4.9,2019,LE184TA
53678,137984,5.9,2019,LE182DT
53679,120348,7.9,2019,LE128QY
53680,138935,8.5,2019,LE182DS
53683,134640,8.4,2019,LE131HA
53684,138156,7.3,2019,LE100EA
53767,138869,3.9,2019,LE55LL
53769,143857,6.2,2019,LE26FU
53770,144479,6.7,2019,LE26UA
53771,131945,5.6,2019,LE36DN
53772,144629,7.9,2019,LE51RT
53773,145558,5.7,2019,LE56HP
53774,120277,5.3,2019,LE55FT
53775,120279,6.0,2019,LE26FU
53776,120281,6.1,2019,LE40FL
53777,141916,4.1,2019,LE47AN
53778,120286,4.4,2019,LE47GY
53779,120292,5.9,2019,LE20TU
53780,143247,5.9,2019,LE40SZ
53781,120297,6.1,2019,LE56LN
53782,120298,6.4,2019,LE31AH
53783,146196,3.8,2019,LE40FJ
53784,146232,4.6,2019,LE56HN
53785,129645,3.2,2019,LE55LL
53786,138094,18.9,2019,LE54PY
53788,120362,13.3,2019,LE26DW
53790,130371,8.1,2019,LE32FD
53791,131187,21.8,2019,LE51FG
53810,136629,3.8,2019,LE159TJ
53811,137340,4.3,2019,PE94AT
53812,136530,3.6,2019,LE156RP
54108,137100,6.5,2019,WS152UE
54109,137146,5.1,2019,B798AH
54110,137164,4.9,2019,WS124JH
54111,138435,5.7,2019,B772NE
54112,138351,8.7,2019,ST195PH
54113,141342,5.7,2019,DY76AA
54114,141343,5.4,2019,WV58BJ
54115,141700,5.8,2019,ST71DP
54116,142015,7.4,2019,ST59JU
54117,144988,9.6,2019,WS66LQ
54120,124391,4.9,2019,DE159RT
54121,124392,7.0,2019,DE143DR
54122,145047,5.3,2019,ST78AP
54123,136323,3.7,2019,DE138AZ
54124,124395,7.0,2019,WS119SP
54125,124396,5.9,2019,ST119PW
54126,142313,5.1,2019,WS121DH
54127,124399,5.3,2019,ST90HP
54128,124400,5.0,2019,WV81PQ
54129,124401,5.3,2019,ST99EE
54130,142711,7.6,2019,ST136EU
54131,142755,6.8,2019,ST138NP
54132,124408,5.5,2019,WS149EE
54134,140154,4.0,2019,CW39JJ
54135,140470,6.5,2019,ST57LP
54136,142278,5.1,2019,ST53DN
54137,142277,5.3,2019,ST52QS
54138,145381,5.9,2019,ST195RX
54139,142987,4.8,2019,ST170LJ
54140,140123,6.6,2019,ST158DT
54141,138936,6.5,2019,B775LF
54142,124422,4.0,2019,WS137EW
54147,137356,4.3,2019,ST87AR
54150,144002,5.6,2019,ST148DU
54151,136959,5.0,2019,ST101LH
54153,138728,5.6,2019,B799AA
54156,136414,6.4,2019,DE130LL
54157,143899,5.7,2019,WS72DB
54158,142983,5.9,2019,ST161NR
54159,124445,6.1,2019,ST179YJ
54160,137553,5.0,2019,ST180YG
54161,124449,6.9,2019,DE150JL
54166,142193,5.9,2019,ST179AB
54167,138729,3.7,2019,ST101LH
54170,146235,5.6,2019,DE159SD
54171,140802,4.9,2019,ST52SJ
54174,137384,5.5,2019,WS111JT
54175,124467,7.6,2019,ST179DJ
54176,124468,6.2,2019,WS114AW
54177,136886,3.5,2019,WS73QW
54178,136136,6.3,2019,B774FF
54179,139234,5.5,2019,ST145JX
54181,140997,10.1,2019,ST216JR
54184,146070,7.6,2019,DE130HB
54186,124508,9.1,2019,WS124JS
54187,142170,22.4,2019,ST148RS
54188,141448,8.7,2019,ST52TF
54189,141449,5.7,2019,ST52EY
54199,124521,9.9,2019,WS136PJ
54201,144209,12.6,2019,WV68DA
54273,136824,6.0,2019,ST42RR
54274,139068,6.4,2019,ST45JJ
54275,139590,17.1,2019,ST61JJ
54276,142186,6.0,2019,ST37DF
54277,140633,4.8,2019,ST16LG
54278,144558,5.6,2019,ST48PQ
54279,124390,6.2,2019,ST28DD
54280,138549,6.4,2019,ST67AB
54281,140149,5.6,2019,ST66LZ
54282,136680,6.8,2019,ST66JZ
54283,136681,6.9,2019,ST20GA
54284,140304,4.8,2019,ST32NJ
54285,136460,2.9,2019,ST45NT
54286,136102,5.2,2019,ST64LD
54287,136145,6.4,2019,ST33JD
54288,124498,16.2,2019,ST119JG
54289,124500,6.2,2019,ST35PP
54290,124501,11.9,2019,ST66JZ
54476,131969,6.4,2019,SN153XB
54477,144388,6.3,2019,SP11RE
54478,138885,7.5,2019,BA140DJ
54479,141964,7.4,2019,SP27EU
54480,144389,6.4,2019,SP53HN
54481,146344,7.1,2019,SN126QZ
54482,137308,5.1,2019,SN160DF
54483,136611,5.4,2019,SN139DF
54484,136911,4.7,2019,SN47HG
54485,126458,5.7,2019,SP47ND
54486,143005,6.6,2019,SP48HH
54487,137230,4.7,2019,BA129DR
54488,138020,5.1,2019,BA149EH
54489,137827,6.2,2019,SP11RD
54490,137057,5.1,2019,BA151DZ
54491,126473,7.1,2019,SP11QY
54509,137375,5.3,2019,BA149EN
54510,136389,4.6,2019,SN104EB
54511,136849,5.3,2019,SN95EW
54512,136632,6.1,2019,SN146HJ
54513,138623,5.5,2019,SN84AX
54514,137650,7.1,2019,SN118YH
54515,142316,5.4,2019,SN54AT
54516,138630,7.4,2019,SN103AG
54517,136391,4.7,2019,SP13JJ
54518,136500,5.0,2019,SP12ED
54519,136296,5.1,2019,SN146RJ
54520,126510,5.6,2019,BA133QH
54521,135804,6.4,2019,SP119RR
54522,136183,6.7,2019,SP29HS
54523,145198,10.1,2019,SN110DS
54525,126550,19.4,2019,SN105EF
54588,144773,7.2,2019,SN31ER
54589,145139,7.3,2019,SN27SH
54590,145155,5.0,2019,SN15ET
54593,137684,7.7,2019,SN35DA
54594,136860,5.5,2019,SN67BZ
54595,140515,5.2,2019,SN22NQ
54596,137264,4.8,2019,SN56HN
54601,136980,4.6,2019,SN33LR
54602,137190,5.6,2019,SN14JE
54603,137160,4.5,2019,SN49DJ
54604,135364,5.0,2019,SN21JR
54606,145852,34.7,2019,SN27AS
54609,126549,6.6,2019,SN27HJ
54642,142577,5.5,2019,RG127BA
54644,145244,3.6,2019,RG457HZ
54645,110068,4.8,2019,GU470SD
54646,110069,5.6,2019,RG422AD
54647,110071,7.2,2019,RG128FS
54648,137267,2.9,2019,RG129DA
54649,110190,7.9,2019,RG422EX
54696,138879,4.6,2019,SL62QB
54697,139971,5.8,2019,SL63LE
54699,138823,5.6,2019,SL59QY
54700,142357,4.1,2019,SL65JB
54701,141844,5.5,2019,SL45EH
54702,141852,5.9,2019,SL43RT
54703,137740,4.8,2019,SL67NQ
54704,137695,5.0,2019,SL63AX
54707,133580,5.3,2019,SL39JQ
54708,138342,7.3,2019,SL64PU
54711,110183,9.8,2019,SL63EQ
54777,142822,6.1,2019,RG170AN
54778,145945,5.7,2019,RG75DA
54779,110048,4.5,2019,RG73XJ
54780,136733,5.2,2019,RG146NQ
54781,136647,4.4,2019,RG194LL
54782,110063,5.4,2019,RG315TY
54783,138525,4.7,2019,RG142DU
54786,137465,4.3,2019,RG146JP
54787,137777,5.8,2019,RG316XY
54788,110102,4.7,2019,RG206AD
54789,110180,8.1,2019,RG143BQ
54791,110186,7.6,2019,RG316SW
54831,139268,6.3,2019,RG15RQ
54834,144610,4.6,2019,RG27PY
54835,136307,4.9,2019,RG48LR
54836,136449,2.7,2019,RG15LW
54837,136876,6.9,2019,RG304EX
54838,110107,5.2,2019,RG303EP
54839,136448,2.9,2019,RG15BN
54840,130247,7.4,2019,RG28AF
54841,139728,11.5,2019,RG304BZ
54842,137435,8.8,2019,RG304BZ
54843,110189,36.5,2019,RG27AY
54867,141009,4.4,2019,SL37UX
54868,141970,3.2,2019,SL14AA
54871,137259,4.5,2019,SL13AH
54872,143327,6.2,2019,SL21QE
54873,110078,7.0,2019,SL25QP
54874,137287,5.3,2019,SL12PU
54875,110084,3.2,2019,SL37AF
54876,143803,4.6,2019,SL25HW
54884,136521,3.2,2019,SL37QS
54885,137726,3.5,2019,SL13BW
54886,136420,3.4,2019,SL37PR
54887,138012,5.1,2019,SL15AH
54888,135631,4.8,2019,SL37EF
54944,138367,6.0,2019,RG71ER
54946,136880,4.5,2019,RG411EE
54947,145286,4.4,2019,RG401SS
54948,110060,5.5,2019,RG411JP
54949,139853,4.8,2019,RG415NE
54950,110062,5.5,2019,RG53EU
54951,136637,4.5,2019,RG67HS
54952,142166,6.8,2019,RG54RF
54953,136891,3.8,2019,RG108DS
54954,143862,29.2,2019,RG402HR
54955,110181,11.8,2019,RG401TT
55164,137867,7.6,2019,PE132SE
55165,136677,4.9,2019,CB259DL
55166,139272,6.5,2019,PE159PX
55167,137826,4.1,2019,CB249LX
55168,139401,5.1,2019,CB42JF
55169,139408,5.6,2019,CB236FR
55170,136580,5.2,2019,CB244RS
55171,140265,4.1,2019,CB20SZ
55174,142035,6.5,2019,CB18NN
55175,143404,4.1,2019,CB62SH
55177,136636,4.9,2019,CB11EH
55178,136887,4.8,2019,CB43NY
55179,136650,7.0,2019,CB13RJ
55180,137434,5.3,2019,CB248UA
55181,137527,7.8,2019,SG86EF
55182,138177,4.9,2019,PE166UU
55183,138053,5.2,2019,PE71XB
55184,137547,5.9,2019,CB62JA
55185,137305,4.0,2019,PE276RR
55186,137475,4.8,2019,PE293BN
55187,137924,4.1,2019,CB13TD
55188,137377,5.0,2019,PE261DG
55194,137427,4.5,2019,SG85NJ
55195,136974,4.9,2019,PE285TQ
55196,136463,4.3,2019,CB237DU
55197,136775,5.3,2019,CB223BP
55198,136992,5.4,2019,PE191LQ
55199,137248,6.4,2019,PE297DD
55200,136610,4.4,2019,CB75AA
55201,136442,4.5,2019,CB214JB
55204,142932,24.9,2019,PE191EA
55207,144055,7.5,2019,PE132JH
55209,134937,9.0,2019,CB214NN
55211,137594,14.8,2019,CB248UA
55268,137082,5.9,2019,PE27EA
55269,137880,5.8,2019,PE73BY
55270,139082,5.0,2019,PE15LQ
55271,142902,4.7,2019,PE14DZ
55273,145051,5.5,2019,PE46HX
55274,110882,6.2,2019,PE46JT
55275,141300,5.3,2019,PE78BF
55277,136398,4.3,2019,PE12UE
55278,145271,6.1,2019,PE39PY
55279,110907,5.3,2019,PE15JN
55280,136266,4.7,2019,PE67JX
55281,135263,5.2,2019,PE12UW
55282,135980,5.4,2019,PE25RQ
55283,138271,13.2,2019,PE15LQ
55287,135386,30.9,2019,PE15GZ
55337,138198,3.7,2019,WA71QU
55340,136779,5.2,2019,WA74SY
55341,139368,4.1,2019,WA87TD
55342,111457,6.4,2019,WA87DW
55343,135731,6.8,2019,WA75YH
55344,136185,7.8,2019,WA76EP
55347,111515,8.5,2019,WA87HG
55418,138562,2.5,2019,WA14PF
55419,139196,5.1,2019,WA28PX
55420,142899,6.3,2019,WA27NG
55421,144799,5.4,2019,WA41JL
55422,145157,5.8,2019,WA52BY
55424,111430,4.9,2019,WA35HH
55425,139152,4.9,2019,WA53AA
55426,139840,6.0,2019,WA37PT
55427,141598,5.4,2019,WA43AE
55428,138732,4.4,2019,WA130RB
55429,111454,5.3,2019,WA51HG
55430,111456,6.1,2019,WA41RX
55434,111501,15.3,2019,WA14JL
55743,139553,7.3,2019,EX349JB
55744,139661,11.6,2019,EX45AD
55745,136646,5.9,2019,EX173LU
55746,136912,5.6,2019,EX141QT
55747,136673,4.8,2019,EX111RA
55748,139682,6.2,2019,EX26AP
55749,136638,5.8,2019,EX53AJ
55750,113502,5.5,2019,EX151DX
55751,113503,5.4,2019,EX109LG
55752,136612,6.7,2019,EX83AF
55754,142805,5.2,2019,EX48NN
55755,141749,9.9,2019,TQ122QA
55756,142124,6.5,2019,TQ137EW
55757,142540,7.1,2019,EX393AR
55758,144392,5.7,2019,EX135EA
55759,145404,4.6,2019,EX29JU
55761,138041,3.6,2019,EX332BP
55765,113512,6.6,2019,EX364LA
55766,113514,5.3,2019,EX329AX
55768,113518,5.5,2019,EX70BY
55769,136569,6.6,2019,TQ137EW
55770,113520,7.3,2019,TQ95JX
55771,136367,6.5,2019,TQ71PL
55772,137176,9.0,2019,TQ121PT
55773,136495,5.8,2019,TQ149HZ
55774,145336,6.3,2019,PL198DD
55775,145337,6.8,2019,EX201PW
55776,136336,5.3,2019,PL210JA
55778,113550,5.6,2019,EX13RD
55779,113553,4.4,2019,EX25AP
55780,136366,4.1,2019,EX246HN
55781,136494,6.3,2019,TQ123JG
55782,137124,5.3,2019,TQ122NF
55783,136287,3.3,2019,EX153AG
55784,136200,6.0,2019,TQ69HW
55786,113634,5.9,2019,EX26JB
55788,113636,11.3,2019,EX41TA
55793,113654,4.8,2019,EX24NF
55794,113656,11.8,2019,EX79SF
55795,131552,11.3,2019,EX388QQ
55866,140693,7.2,2019,PL53AG
55867,144760,7.3,2019,PL34BD
55869,136588,3.6,2019,PL23DL
55870,113532,4.4,2019,PL46HT
55871,113533,7.1,2019,PL54AA
55872,136556,6.2,2019,PL72RS
55873,136557,5.6,2019,PL74LT
55874,136568,5.0,2019,PL99AZ
55875,136558,5.7,2019,PL98ES
55876,140104,5.4,2019,PL65YB
55877,137206,6.5,2019,PL68UN
55878,136668,6.2,2019,PL47PG
55879,136626,7.0,2019,PL34BD
55880,140737,5.0,2019,PL65HN
55881,136496,4.0,2019,PL15QP
55882,136142,7.5,2019,PL53NE
55883,136166,8.7,2019,PL52AF
55887,113648,5.7,2019,PL54DZ
55888,113649,17.3,2019,PL52EF
55889,113650,8.9,2019,PL71JB
55920,138370,6.6,2019,TQ27NU
55921,138863,6.0,2019,TQ33WA
55922,136506,4.5,2019,TQ27DY
55923,136388,4.7,2019,TQ50LN
55924,113526,5.9,2019,TQ13PE
55925,137755,6.6,2019,TQ59HF
55926,113551,8.3,2019,TQ14RN
55928,136321,4.2,2019,TQ27EL
55929,143552,30.2,2019,TQ32AL
55930,139540,6.2,2019,TQ28NL
56324,136555,5.2,2019,IG102BQ
56325,137152,6.0,2019,CM08QB
56326,138239,3.7,2019,CM159DA
56327,138865,5.5,2019,SS155NX
56328,139248,5.8,2019,CO92HR
56329,139271,6.0,2019,CM179LR
56330,139402,5.5,2019,CM73NR
56331,139534,5.0,2019,SS69BZ
56332,141214,7.4,2019,SS165BA
56333,141328,4.8,2019,CM248TZ
56335,143639,8.8,2019,SS72TD
56336,137937,5.9,2019,CO28NJ
56337,145050,4.7,2019,CM165JB
56338,145061,6.4,2019,CO123TG
56339,139153,5.2,2019,CO93QH
56340,145474,6.0,2019,CM144JF
56344,137445,4.8,2019,CM186JH
56345,137694,5.4,2019,CM202NR
56346,137552,6.1,2019,CM187NQ
56347,136904,4.6,2019,CM29RZ
56348,136729,6.8,2019,CO61PZ
56349,137013,5.1,2019,CM71WY
56350,139179,5.3,2019,CM75XP
56351,137048,6.0,2019,CM120RT
56352,136863,3.6,2019,CM29ES
56353,145597,5.6,2019,IG103JA
56354,115237,5.3,2019,SS142LA
56355,115238,4.7,2019,CM14BS
56411,137790,5.9,2019,CM96AB
56412,136577,3.4,2019,SS71RQ
56413,136758,6.0,2019,IG75BT
56414,115322,4.6,2019,SS118LY
56415,139181,6.3,2019,SS120LZ
56416,136776,4.5,2019,CB114UH
56417,136412,3.8,2019,CM11RW
56418,136642,4.0,2019,CM13SX
56419,137241,6.0,2019,CO50EW
56420,136342,7.1,2019,EN91LF
56421,137874,4.5,2019,CM16LY
56422,136579,5.0,2019,SS75RN
56423,141498,4.6,2019,SS87FH
56424,140308,5.5,2019,SS89QS
56425,136868,5.6,2019,SS41TL
56426,141841,4.8,2019,SS68EB
56427,136625,5.0,2019,IG102LD
56428,136605,6.5,2019,CM35JU
56429,137260,4.9,2019,CM17ER
56430,137188,7.5,2019,CO130AZ
56431,136875,5.5,2019,CM132HG
56432,138734,5.4,2019,CB113TR
56433,137926,3.5,2019,CO49PU
56434,137727,5.1,2019,CM40DJ
56435,137814,3.7,2019,CO33ND
56436,138084,5.1,2019,CO156DZ
56437,137944,4.9,2019,CO33LE
56438,137515,2.9,2019,CO33US
56439,137072,8.3,2019,CM13ET
56440,137975,5.2,2019,CM62AU
56441,137058,5.8,2019,CM186AA
56442,138834,4.1,2019,CM144EX
56443,137927,4.9,2019,CO30QA
56444,137240,5.7,2019,CM27AQ
56445,115382,4.3,2019,CO33US
56446,137877,5.7,2019,CM158RY
56447,136861,5.0,2019,CM129LH
56448,137945,5.5,2019,CO112BW
56450,135651,5.2,2019,CM82SD
56451,135652,4.4,2019,SS55HG
56452,135653,5.6,2019,CM81EP
56454,135897,6.2,2019,SS133HL
56455,135957,10.7,2019,CO153JL
56456,136195,9.3,2019,CO43JL
56457,141512,34.7,2019,CO45PA
56459,141945,10.1,2019,CM159DA
56460,142612,33.1,2019,CM111HN
56463,144897,6.2,2019,CO33QJ
56464,115457,7.4,2019,SS73UQ
56466,141765,9.5,2019,SS120PW
56471,137554,7.3,2019,CM28RW
56472,143589,7.7,2019,CO77ET
56507,141741,6.7,2019,SS00RT
56508,142077,7.1,2019,SS24BU
56509,143144,6.4,2019,SS24XA
56511,137733,4.0,2019,SS39LL
56514,136272,3.1,2019,SS00BP
56515,137284,4.0,2019,SS95UU
56516,136490,2.8,2019,SS00BS
56517,136444,4.1,2019,SS24UZ
56518,138174,5.3,2019,SS93TG
56519,136443,3.4,2019,SS00RG
56520,137310,4.7,2019,SS00BW
56521,137312,4.1,2019,SS07JS
56522,138044,5.1,2019,SS94AW
56523,142940,34.6,2019,SS26PE
